"Scrip Code","Symbol","Scrip Name","Haircut %","ISIN","Broker limit reached","Cash Equivalent","Pledge allowed"
"MOMGGD-GR","MOMGGD-GR","MOTILAL OSWAL GOLD AND SILVER ETFS FUND OF FUNDS DIRECT GROWTH","25","INF247L01BM8","No","No","Yes"
"AXFEFDP-DP","AXFEFDP-DP","AXIS BLUECHIP FUND - REGULAR IDCW PAYOUT","25","INF846K01172","No","No","Yes"
"RLNLAD-DP","RLNLAD-DP","NIPPON INDIA NIVESH LAKSHYA FUND - DIRECT ANNUAL DIVIDEND PLAN IDCW PAYOUT","25","INF204KB1YZ2","No","No","Yes"
"FR709-DR","FR709-DR","FRANKLIN INDIA MONEY MARKET FUND-MONTHLY IDCW REINVESTMENT","25","INF090I01LB0","No","Yes","Yes"
"RLNVGP-GR","RLNVGP-GR","NIPPON INDIA NIFTY 50 VALUE 20 INDEX FUND REGULAR PLAN GROWTH","25","INF204KB19Y8","No","No","Yes"
"AXNSD1-DP","AXNSD1-DP","AXIS NIFTY SMALLCAP 50 INDEX FUND DIRECT IDCW PAYOUT","25","INF846K014H1","No","No","Yes"
"ICICIIMPDQ-DP-QR","ICICIIMPDQ-DP-QR","ICICI PRUDENTIAL REGULAR SAVINGS FUND - QUARTERLY IDCW PAYOUT","25","INF109K01IX4","No","No","Yes"
"HS44D-GR","HS44D-GR","HSBC GILT FUND DIRECT PLAN - GROWTH","25","INF917K01FI7","No","Yes","Yes"
"SBD103D-DR","SBD103D-DR","SBI BLUE CHIP FUND - DIRECT PLAN - IDCW REINVESTMENT","25","INF200K01QW6","No","No","Yes"
"B292G","B292G","ADITYA BIRLA SUN LIFE FOCUSED FUND-GROWTH","25","INF209K01462","No","No","Yes"
"SBD81G-GR","SBD81G-GR","SBI FOCUSED EQUITY FUND DIRECT GROWTH","25","INF200K01RJ1","No","No","Yes"
"IDFC206-DP","IDFC206-DP","BANDHAN FOCUSED EQUITY FUND-REGULAR PLAN-IDCW PAYOUT","25","INF194K01474","No","No","Yes"
"IC9707-GR","IC9707-GR","ICICI PRUDENTIAL NIFTY G-SEC DEC 2030 INDEX FUND - DIRECT PLAN - GROWTH","25","INF109KC18K8","No","Yes","Yes"
"MHMHERG-GR","MHMHERG-GR","MAHINDRA MANULIFE AGGRESSIVE HYBRID FUND - REGULAR - GROWTH","25","INF174V01754","No","No","Yes"
"FR601P-DP","FR601P-DP","FRANKLIN INDIA PRIMA FUND - DIRECT IDCW PAYOUT","25","INF090I01FI7","No","No","Yes"
"ESMFDP-DP","ESMFDP-DP","NAVI FLEXI CAP FUND? REGULAR PLAN NORMAL IDCW PAYOUT","25","INF959L01EF6","No","No","Yes"
"543291","MAFANG","MIRAEAMC - MAFANG","20","INF769K01HF4","No","No","Yes"
"FTIFIPP-DR","FTIFIPP-DR","FRANKLIN INDIA FLEXI CAP FUND - IDCW REINVESTMENT","25","INF090I01221","No","No","Yes"
"ID312R-DR","ID312R-DR","BANDHAN HYBRID EQUITY FUND REGULAR PLAN-IDCW REINVESTMENT","25","INF194KA1U31","No","No","Yes"
"523319","BALMLAWRIE","Balmer Lawrie & Company Limite","21.31","INE164A01016","No","No","Yes"
"CAEQDD-DR","CAEQDD-DR","CANARA ROBECO EMERGING EQUITIESDIRECT - IDCW REINVESTMENT","25","INF760K01EH6","No","No","Yes"
"QTTSRG-GR","QTTSRG-GR","QUANTUM ELSS TAX SAVER FUND - REGULAR PLAN GROWTH OPTION","25","INF082J01366","No","No","Yes"
"SUMGDP-DR","SUMGDP-DR","SUNDARAM MULTI CAP FUND  - REGULAR PLAN HALF YEARLY IDCW REINVESTMENT","25","INF173K01965","No","No","Yes"
"RMFNIQP-DP-Q","RMFNIQP-DP-Q","NIPPON INDIA DYNAMIC BOND FUND - QUARTERLY DIVIDEND PLAN - IDCW PAYOUT","25","INF204K01XB8","No","No","Yes"
"IIFL-DRG-GR","IIFL-DRG-GR","360 ONE DYNAMIC BOND FUND REGULAR PLAN GROWTH","25","INF579M01183","No","No","Yes"
"LCAFG1-GR","LCAFG1-GR","LIC MF ARBITRAGE FUND DIRECT PLAN-GROWTH","25","INF767K01PP0","No","No","Yes"
"QUDAGP-GR","QUDAGP-GR","QUANT DYNAMIC ASSET ALLOCATION FUND - REGULAR PLAN GROWTH","25","INF966L01BO9","No","No","Yes"
"92","92","ADITYA BIRLA SUN LIFE FRONTLINE EQUITY FUND - GROWTH","25","INF209K01BR9","No","No","Yes"
"517506","TTKPRESTIG","TTK Prestige Limited","20","INE690A01028","No","No","Yes"
"EAAD-DP","EAAD-DP","NIPPON INDIA LARGE CAP FUND DIRECT PLAN DIVIDEND PLAN IDCW PAYOUT","25","INF204K01XG7","No","No","Yes"
"ICLNGTEM26PP-GR","ICLNGTEM26PP-GR","ICICI PRUDENTIAL ALL SEASONS BOND FUND - GROWTH","25","INF109K01GN9","No","No","Yes"
"SUEMGPD-GR","SUEMGPD-GR","SUNDARAM LARGE AND MID CAP FUND DIRECT GROWTH","25","INF903J01PR9","No","No","Yes"
"AXOGDP-DR","AXOGDP-DR","AXIS GROWTH OPPORTUNITIES FUND - REGULAR PLAN IDCW REINVESTMENT","25","INF846K01J95","No","No","Yes"
"ID391-GR","ID391-GR","BANDHAN MULTI ASSET ALLOCATION FUND-REGULAR PLAN-GROWTH","25","INF194KB1HJ3","No","No","Yes"
"HDHLDRG-GR","HDHLDRG-GR","HDFC LONG DURATION DEBT FUND REGULAR GROWTH","25","INF179KC1EW1","No","No","Yes"
"SBD007D-DP","SBD007D-DP","SBI ESG EXCLUSIONARY STRATEGY FUND DIRECT IDCW PAYOUT","25","INF200K01SC4","No","No","Yes"
"533150","GODREJPROP","Godrej Properties Limited","20","INE484J01027","No","No","Yes"
"LCTPG1-GR","LCTPG1-GR","LIC MF ELSS TAX SAVER - DIRECT PLAN - GROWTH","25","INF767K01EM1","No","No","Yes"
"544181","AWFIS","AWFIS SPACE SOLUTIONS LTD","20.03","INE108V01019","No","No","Yes"
"STDM-DR","STDM-DR","AXIS SHORT DURATION FUND - DIRECT PLAN - MONTHLY IDCW REINVESTMENT","25","INF846K01EK7","No","No","Yes"
"CRFRDP-DP","CRFRDP-DP","CANARA ROBECO SAVINGS FUND REGULAR - IDCW PAYOUT","25","INF760K01779","No","No","Yes"
"HDLFMRN-DR","HDLFMRN-DR","HDFC LIQUID FUND - DIRECT PLAN - MONTHLY IDCW REINVESTMENT OPTION","25","INF179KB1HQ7","No","Yes","Yes"
"MAFLPD1-GR","MAFLPD1-GR","MIRAE ASSET LOW DURATION FUND - DIRECT PLAN - GROWTH","25","INF769K01BO9","No","No","Yes"
"QUBCDG-GR","QUBCDG-GR","QUANT BUSINESS CYCLE FUND - DIRECT PLAN GROWTH - GROWTH","25","INF966L01BR2","No","No","Yes"
"MACBD1-GR","MACBD1-GR","MIRAE ASSET CORPORATE BOND FUND - DIRECT PLAN - GROWTH","25","INF769K01HD9","No","No","Yes"
"KO13D-GR","KO13D-GR","KOTAK BLUECHIP FUND - DIRECT PLAN - GROWTH","25","INF174K01KW6","No","No","Yes"
"TAMAG-GR","TAMAG-GR","TATA MULTI ASSET OPPORTUNITIES FUND REGULAR PLAN GROWTH","25","INF277K012Z5","No","No","Yes"
"AXSTDG-GR","AXSTDG-GR","AXIS SHORT DURATION FUND - DIRECT PLAN - GROWTH","25","INF846K01EI1","No","No","Yes"
"SBD24G-GR","SBD24G-GR","SBI EQUITY HYBRID FUND DIRECT GROWTH","25","INF200K01RY0","No","No","Yes"
"KO293D-GR","KO293D-GR","KOTAK NIFTY SMALLCAP 50 INDEX FUND - DIRECT PLAN GROWTH","25","INF174KA1NB3","No","No","Yes"
"TARFPGZ-GR","TARFPGZ-GR","TATA RETIREMENT SAVINGS FUND - PROGRESSIVE DIRECT PLAN - GROWTH","25","INF277K01QO1","No","No","Yes"
"BPUSIG-GR","BPUSIG-GR","BARODA BNP PARIBAS ULTRA SHORT DURATION FUND - REGULAR PLAN GROWTH","25","INF955L01GX2","No","No","Yes"
"523610","ITI","ITI Limited","50","INE248A01017","No","No","Yes"
"UTNNGP-GR","UTNNGP-GR","UTI NIFTY SDL PLUS AAA PSU BOND APR 2028 75:25 INDEX FUND - REGULAR PLAN - GROWTH","25","INF789F1AXQ5","No","No","Yes"
"QMFEF-DR","QMFEF-DR","QUANTUM LONG TERM EQUITY VALUE FUND - DIRECT PLAN IDCW REINVESTMENT OPTION","25","INF082J01051","No","No","Yes"
"QUGFGP-GR","QUGFGP-GR","QUANT ACTIVE FUND REGULAR PLAN - GROWTH","25","INF966L01234","No","No","Yes"
"MOMAGP-GR","MOMAGP-GR","MOTILAL OSWAL MULTI ASSET FUND REGULAR GROWTH","25","INF247L01AJ6","No","No","Yes"
"UTIBANKING-GR","UTIBANKING-GR","UTI BANKING AND FINANCIAL SERVICES FUND - GROWTH PLAN","25","INF789F01372","No","No","Yes"
"UTBPFDD-DP","UTBPFDD-DP","UTI BANKING AND PSU FUND REGULAR PLANFLEXI IDCW PAYOUT","25","INF789FA1U61","No","No","Yes"
"IC9711-GR","IC9711-GR","ICICI PRUDENTIAL NIFTY PHARMA INDEX FUND-DIRECT PLAN - GROWTH","25","INF109KC11M9","No","No","Yes"
"RELSEDP-DR","RELSEDP-DR","NIPPON INDIA VALUE FUND - DIVIDEND PLAN - IDCW REINVESTMENT OPTION","25","INF204K01GD9","No","No","Yes"
"HDUSTGR-GR","HDUSTGR-GR","HDFC ULTRA SHORT TERM FUND - REGULAR PLAN GROWTH","25","INF179KB11R3","No","No","Yes"
"D217-GR","D217-GR","BANDHAN EQUITY SAVINGS FUND-DIRECT PLAN-GROWTH","25","INF194K01Z02","No","No","Yes"
"HDHBRGR-GR","HDHBRGR-GR","HDFC BUSINESS CYCLE FUND REGULAR GROWTH","25","INF179KC1EB5","No","No","Yes"
"SU91PD-DR","SU91PD-DR","SUNDARAM CONSUMPTION FUND DIRECT IDCW REINVESTMENT","25","INF903J01NG7","No","No","Yes"
"MFDP-DP","MFDP-DP","MOTILAL OSWAL FOCUSED FUND - REGULAR IDCW PAYOUT","25","INF247L01171","No","No","Yes"
"PRLMDP-DP","PRLMDP-DP","PGIM INDIA LARGE AND MID CAP FUND - REGULAR PLAN - IDCW PAYOUT","25","INF663L01X96","No","No","Yes"
"QUVFD1-DP","QUVFD1-DP","QUANT VALUE FUND - DIRECT PLAN IDCW PAYOUT","25","INF966L01AO1","No","No","Yes"
"MABFD2-DR","MABFD2-DR","MIRAE ASSET BANKING AND FINANCIAL SERVICES FUND - DIRECT PLAN - IDCW REINVESTMENT","25","INF769K01GY7","No","No","Yes"
"EDNXD1-GR","EDNXD1-GR","EDELWEISS NIFTY NEXT 50 INDEX FUND- DIRECT PLAN GROWTH - GROWTH","25","INF754K01QL5","No","No","Yes"
"B403QD-DR","B403QD-DR","ADITYA BIRLA SUN LIFE GOVERNMENT SECURITIES FUND-QUARTERLY IDCW REINVESTMENT","25","INF209K01DP9","No","Yes","Yes"
"QTLFRG-GR","QTLFRG-GR","QUANTUM LIQUID FUND - REGULAR PLAN GROWTH OPTION","25","INF082J01309","No","Yes","Yes"
"RLIXGP-GR","RLIXGP-GR","NIPPON INDIA NIFTY IT INDEX FUND - REGULAR PLAN - GROWTH","25","INF204KC1CB8","No","No","Yes"
"MIAG-GR","MIAG-GR","NIPPON INDIA HYBRID BOND FUND - DIRECT GROWTH PLAN GROWTH OPTION","25","INF204K01YV4","No","No","Yes"
"500472","SKFINDIA","SKF India Limited","20","INE640A01023","No","No","Yes"
"GOD1-DP","GOD1-DP","AXIS GOLD FUND - DIRECT PLAN - IDCW PAYOUT","25","INF846K01DQ6","No","No","Yes"
"MAFCFD4-DR","MAFCFD4-DR","MIRAE ASSET LIQUID FUND - DIRECT PLAN - MONTHLY IDCW REINVESTMENT","25","INF769K01CQ2","No","Yes","Yes"
"PRMAD1-GR","PRMAD1-GR","PGIM INDIA EQUITY SAVINGS FUND - DIRECT PLAN - GROWTH - GROWTH","25","INF223J01QD0","No","No","Yes"
"UTDBD1-DR","UTDBD1-DR","UTI DYNAMIC BOND FUND-DIRECT QUARTERLY IDCW REINVESTMENT","25","INF789F01XC6","No","No","Yes"
"SU72PD-GR","SU72PD-GR","SUNDARAM SMALL CAP FUND DIRECT GROWTH","25","INF903J01NK9","No","No","Yes"
"BJFXDD-DR","BJFXDD-DR","BAJAJ FINSERV FLEXI CAP FUND DIRECT PLAN - IDCW REINVESTMENT","25","INF0QA701367","No","No","Yes"
"HDHIDDP-DP","HDHIDDP-DP","HDFC TECHNOLOGY FUND - DIRECT PLAN IDCW PAYOUT","25","INF179KC1HJ1","No","No","Yes"
"206811","ITBEES","NIP IND ETF IT","20","INF204KB15V2","No","No","Yes"
"BXBA065-DR","BXBA065-DR","BANK OF INDIA MANUFACTURING AND INFRASTRUCTURE FUND DIRECT REGULAR IDCW REINVESTMENT","25","INF761K01686","No","No","Yes"
"SB676D-DR","SB676D-DR","SBI DIVIDEND YIELD FUND - REGULAR PLAN - IDCW REINVESTMENT","25","INF200KA13W5","No","No","Yes"
"DSP111-DP","DSP111-DP","DSP ELSS TAX SAVER FUND - IDCW PAYOUT","25","INF740K01169","No","No","Yes"
"CRDVDP-DP","CRDVDP-DP","CANARA ROBECO FLEXI CAP FUND REGULAR - IDCW PAYOUT","25","INF760K01027","No","No","Yes"
"EDTCD1-GR","EDTCD1-GR","EDELWEISS TECHNOLOGY FUND - DIRECT PLAN - GROWTH","25","INF754K01SK3","No","No","Yes"
"BS321GZ-GR","BS321GZ-GR","ADITYA BIRLA SUN LIFE MUTUAL FUND DYNAMIC BOND FUND DIRECT GROWTH","25","INF209K01N82","No","No","Yes"
"8045P-DP","8045P-DP","ICICI PRUDENTIAL BANKING AND FINANCIAL SERVICES FUND - DIRECT PLAN - IDCW PAYOUT","25","INF109K011J5","No","No","Yes"
"SU22PD-GR","SU22PD-GR","SUNDARAM MEDIUM DURATION FUND DIRECT GROWTH","25","INF903J01PO6","No","No","Yes"
"KO1201-GR","KO1201-GR","KOTAK CONSUMPTION FUND -REGULAR PLAN-GROWTH","25","INF174KA1PM5","No","No","Yes"
"RELSTDR-DP","RELSTDR-DP","NIPPON INDIA SHORT TERM FUND DIVIDEND PLAN IDCW PAYOUT","25","INF204KA1EQ4","No","No","Yes"
"LCEFDP-DP","LCEFDP-DP","LIC MF FLEXI CAP FUND-REGULAR PLAN-DIVIDEND-IDCW PAYOUT","25","INF767K01063","No","No","Yes"
"IDFC203-GR","IDFC203-GR","BANDHAN FLEXI CAP FUND - REGULAR PLAN GROWTH","25","INF194K01391","No","No","Yes"
"TECH-DR","TECH-DR","ICICI PRUDENTIAL TECHNOLOGY FUND - IDCW REINVESTMENT","25","INF109K01514","No","No","Yes"
"QUHCDG-GR","QUHCDG-GR","QUANT HEALTHCARE FUND - DIRECT PLAN GROWTH - GROWTH","25","INF966L01CD0","No","No","Yes"
"IDFCMP-DP","IDFCMP-DP","BANDHAN ASSET ALLOCATION FUND OF FUND-MODERATE PLAN-REGULAR PLAN-IDCW PAYOUT","25","INF194K01AC7","No","No","Yes"
"QULCDP-DR","QULCDP-DR","QUANT LARGE CAP FUND-REGULAR PLAN IDCW-REINVESTMENT","25","INF966L01AY0","No","No","Yes"
"IC9695P-DP","IC9695P-DP","ICICI PRUDENTIAL OVERNIGHT FUND DIRECT PLAN WEEKLY IDCW PAYOUT","25","INF109KC16G0","No","Yes","Yes"
"RLMFDP-DP","RLMFDP-DP","NIPPON INDIA MULTI ASSET ALLOCATION FUND-REGULAR PLAN-IDCW PAYOUT","25","INF204KB17V8","No","No","Yes"
"JMMMPD-DR","JMMMPD-DR","JM LOW DURATION FUND - DAILY IDCW REINVESTMENT OPTION","25","INF192K01AV1","No","No","Yes"
"HSFCEDP-DP","HSFCEDP-DP","HSBC AGGRESSIVE HYBRID FUND DIRECT PLAN - IDCW PAYOUT","25","INF917K01E45","No","No","Yes"
"HSFEG-GR","HSFEG-GR","HSBC FOCUSED FUND REGULAR PLAN GROWTH","25","INF336L01PE6","No","No","Yes"
"SBD28DP-DP","SBD28DP-DP","SBI MAGNUM INCOME FUND - DIRECT PLAN - IDCW PAYOUT","25","INF200K01SP6","No","No","Yes"
"500420","TORNTPHARM","Torrent Pharmaceuticals Limite","20","INE685A01028","No","No","Yes"
"AXOGGP-GR","AXOGGP-GR","AXIS GROWTH OPPORTUNITIES FUND - REGULAR PLAN GROWTH","25","INF846K01J79","No","No","Yes"
"60T-DP","60T-DP","HDFC LOW DURATION FUND - DIRECT PLAN - RETAIL PLAN - MONTHLY IDCW PAYOUT","25","INF179K01VG5","No","No","Yes"
"SBD464P-DP","SBD464P-DP","SBI BANKING AND FINANCIAL SERVICES FUND - DIRECT PLAN-IDCW PAYOUT","25","INF200KA1515","No","No","Yes"
"532762","ACE","Action Construction Equipment","23.62","INE731H01025","No","No","Yes"
"ICICI1543-GR","ICICI1543-GR","ICICI PRUDENTIAL FLOATING INTEREST FUND - GROWTH","25","INF109K01AX1","No","No","Yes"
"CORDT-DP","CORDT-DP","HDFC FOCUSED 30 FUND - DIRECT PLAN - IDCW PAYOUT","25","INF179K01VI1","No","No","Yes"
"BS70Y-GR","BS70Y-GR","ADITYA BIRLA SUN LIFE NIFTY MIDCAP 150 INDEX FUND-DIRECT PLAN-GROWTH","25","INF209KB1W74","No","No","Yes"
"523367","DCMSHRIRAM","DCM Shriram Limited","20","INE499A01024","No","No","Yes"
"800573","SGBDE30III","2.50%GOLDBONDS2030SR-III","10","IN0020220110","No","Yes","Yes"
"HSFTAFG-GR","HSFTAFG-GR","HSBC ELSS TAX SAVER FUND - GROWTH","25","INF677K01064","No","No","Yes"
"523395","3MINDIA","3M India Limited","20","INE470A01017","No","No","Yes"
"532215","AXISBANK","Axis Bank Limited","15","INE238A01034","No","No","Yes"
"532927","ECLERX","eClerx Services Limited","20","INE738I01010","No","No","Yes"
"534758","CIGNITITEC","CIGNITI TECHNOLOGIES LTD","20","INE675C01017","No","No","Yes"
"KO1227-GR","KO1227-GR","KOTAK NIFTY 100 LOW VOLATILITY 30 INDEX FUND - REGULAR PLAN - GROWTH","25","INF174KA1RW0","No","No","Yes"
"BS109Y-GR","BS109Y-GR","ADITYA BIRLA SUN LIFE CRISIL IBX 60:40 SDL + AAA PSU - APR 2027 INDEX FUND-DIRECT GROWTH","25","INF209KB19H2","No","No","Yes"
"543775","HDFCSML250","HDFCAMC - HDFCSML250","10","INF179KC1FB2","No","No","Yes"
"539-DR","539-DR","SUNDARAM INFRASTRUCTURE ADVANTAGE FUND-REGULAR PLAN-IDCW REINVESTMENT","25","INF903J01F84","No","No","Yes"
"479-DR","479-DR","TEMPLETON INDIA EQUITY INCOME FUND - DIRECT IDCW REINVESTMENT","25","INF090I01IS0","No","No","Yes"
"IC9676-DR","IC9676-DR","ICICI PRUDENTIAL NIFTY BANK INDEX FUND - DIRECT PLAN - IDCW REINVESTMENT","25","INF109KC13A0","No","No","Yes"
"IFD-ICICIPRU-DR","IFD-ICICIPRU-DR","ICICI PRUDENTIAL INFRASTRUCTURE FUND - IDCW REINVESTMENT","25","INF109K01AT9","No","No","Yes"
"TASTPD-DR","TASTPD-DR","TATA SHORT TERM BOND FUND REGULAR PLAN - PERIODIC IDCW REINVESTMENT","25","INF277K01P20","No","No","Yes"
"500940","FINPIPE","Finolex Industries Limited","20","INE183A01024","No","No","Yes"
"IC9660-GR","IC9660-GR","ICICI PRUDENTIAL BSE 500 ETF FOF DIRECT PLAN GROWTH","25","INF109KC1V91","No","No","Yes"
"MOGSGP-GR","MOGSGP-GR","MOTILAL OSWAL 5 YEAR G-SEC FUND OF FUND - REGULAR GROWTH","25","INF247L01AR9","No","No","Yes"
"SB034G-GR","SB034G-GR","SBI TECHNOLOGY OPPORTUNITIES FUND REGULAR GROWTH","25","INF200K01VS4","No","No","Yes"
"BS261GZ-GR","BS261GZ-GR","ADITYA BIRLA SUN LIFE DIVIDEND YIELD FUND - GROWTH-DIRECT PLAN","25","INF209K01WA1","No","No","Yes"
"BS341QZ-DR","BS341QZ-DR","ADITYA BIRLA SUN LIFE SHORT TERM FUND - IDCW REINVESTMENT - DIRECT PLAN","25","INF209K01XL6","No","No","Yes"
"HSFEDP-DP","HSFEDP-DP","HSBC FOCUSED FUND REGULAR PLAN IDCW PAYOUT","25","INF336L01PF3","No","No","Yes"
"543278","KALYANKJIL","Kalyan Jewellers India Limited","20.43","INE303R01014","No","No","Yes"
"BS79X-DP","BS79X-DP","ADITYA BIRLA SUN LIFE NIFTY 50 EQUAL WEIGHT INDEX FUND -DIRECT PLAN-IDCW PAYOUT","25","INF209KB1Z89","No","No","Yes"
"BS116Y-GR","BS116Y-GR","ADITYA BIRLA SUN LIFE CRISIL IBX 60:40 SDL+ AAA PSU APR 2026 INDEX FUND-DIRECT  GROWTH","25","INF209KB10P4","No","No","Yes"
"BS43NZ-GR","BS43NZ-GR","ADITYA BIRLA SUN LIFE LOW DURATION FUND - GROWTH-DIRECT PLAN","25","INF209K01XU7","No","No","Yes"
"MAEAD1-GR","MAEAD1-GR","MIRAE ASSET EQUITY ALLOCATOR FUND OF FUND - DIRECT PLAN - GROWTH","25","INF769K01GE9","No","No","Yes"
"SH201-GR","SH201-GR","SHRIRAM OVERNIGHT FUND REGULAR PLAN - GROWTH","25","INF680P01232","No","Yes","Yes"
"HSFCPEP-DP","HSFCPEP-DP","HSBC AGGRESSIVE HYBRID FUND - IDCW PAYOUT","25","INF917K01KZ1","No","No","Yes"
"SULFZM-DP","SULFZM-DP","SUNDARAM LIQUID FUND  - DIRECT PLAN  IDCW MONTHLY PAYOUT","25","INF173K01GV8","No","Yes","Yes"
"UTBKD1-DR","UTBKD1-DR","UTI BANKING AND FINANCIAL SERVICES FUND - DIRECT IDCW REINVESTMENT","25","INF789F01SM5","No","No","Yes"
"500034","BAJFINANCE","Bajaj Finance Limited","15","INE296A01024","No","No","Yes"
"24-DP","24-DP","SBI EQUITY HYBRID FUND REGULAR IDCW PAYOUT","25","INF200K01115","No","No","Yes"
"036-DR","036-DR","SBI CONTRA FUND - REGULAR PLAN - IDCW REINVESTMENT","25","INF200K01354","No","No","Yes"
"02T-GR","02T-GR","HDFC FLEXICAP FUND - DIRECT PLAN - GROWTH OPTION","25","INF179K01UT0","No","No","Yes"
"INLFM1-DP","INLFM1-DP","GROWW LIQUID FUND - DIRECT PLAN - MONTHLY IDCW PAYOUT","25","INF666M01519","No","Yes","Yes"
"IDDSTF-DP","IDDSTF-DP","BANDHAN BOND FUND - SHORT TERM PLAN-FORTNIGHTLY (DIRECT PLAN)-IDCW PAYOUT","25","INF194K01U56","No","No","Yes"
"544010","LIQUIDSBI","SBIAMC - LIQUIDSBI","8","INF200KA13Z8","No","Yes","Yes"
"TAAFGZ-GR","TAAFGZ-GR","TATA ARBITRAGE FUND DIRECT PLAN GROWTH","25","INF277K017Q3","No","No","Yes"
"SBD144G-GR","SBD144G-GR","SBI INFRASTRUCTURE FUND - DIRECT PLAN - GROWTH","25","INF200K01RS2","No","No","Yes"
"SUMGGP-GR","SUMGGP-GR","SUNDARAM MULTI CAP FUND  - REGULAR PLAN GROWTH","25","INF173K01940","No","No","Yes"
"YE109G-GR","YE109G-GR","WHITEOAK CAPITAL BANKING AND FINANCIAL SERVICES FUND - REGULAR PLAN - GROWTH","25","INF03VN01852","No","No","Yes"
"TAICFGZ-GR","TAICFGZ-GR","TATA INDIA CONSUMER FUND DIRECT PLAN GROWTH","25","INF277K013A6","No","No","Yes"
"MFPD-DPD","MFPD-DPD","MOTILAL OSWAL FOCUSED FUND - DIRECT IDCW PAYOUT","25","INF247L01205","No","No","Yes"
"QMFQSGP-GR","QMFQSGP-GR","QUANTUM GOLD SAVINGS FUND - DIRECT PLAN GROWTH OPTION","25","INF082J01150","No","No","Yes"
"DS820-GR","DS820-GR","DSP 10Y G-SEC FUND - DIR - GROWTH","25","INF740K019I5","No","Yes","Yes"
"UTCPAIR-DR","UTCPAIR-DR","UTI LIQUID FUND-REGULAR PLAN ANNUAL IDCW REINVESTMENT","25","INF789FA1J74","No","Yes","Yes"
"AXESRD-DR","AXESRD-DR","AXIS EQUITY SAVINGS FUND - REGULAR PLAN -REGULAR IDCW REINVESTMENT","25","INF846K01XS0","No","No","Yes"
"TAMSG-GR","TAMSG-GR","TATA NIFTY MIDSMALL HEALTHCARE INDEX FUND - REGULAR PLAN - GROWTH","25","INF277KA1BD0","No","No","Yes"
"UTITOP100-DP","UTITOP100-DP","UTI LARGE & MID CAP FUND - REGULAR PLAN IDCW PAYOUT PLAN","25","INF189A01046","No","No","Yes"
"BS71Y-GR","BS71Y-GR","ADITYA BIRLA SUN LIFE MULTI-CAP FUND-DIRECT PLAN-GROWTH","25","INF209KB1Y49","No","No","Yes"
"BS241GZ-GR","BS241GZ-GR","ADITYA BIRLA SUN LIFE NIFTY 50 INDEX FUND - GROWTH-DIRECT PLAN","25","INF209K01VY3","No","No","Yes"
"500164","GODREJIND","Godrej Industries Limited","20","INE233A01035","No","No","Yes"
"SUN22-GR","SUN22-GR","SUNDARAM MEDIUM DURATION FUND REGULAR GROWTH","25","INF903J01FQ2","No","No","Yes"
"EDERD2-DP","EDERD2-DP","EDELWEISS FLEXI CAP FUND - DIRECT IDCW PAYOUT","25","INF843K01KL9","No","No","Yes"
"ID371-GR","ID371-GR","BANDHAN CRISIL IBX 90:10 SDL PLUS GILT NOVEMBER 2026 INDEX FUND REGULAR PLAN-GROWTH","25","INF194KB1EW3","No","No","Yes"
"MAFICD2-DP","MAFICD2-DP","MIRAE ASSET GREAT CONSUMER FUND - DIRECT PLAN - IDCW PAYOUT","25","INF769K01BM3","No","No","Yes"
"KO120P6-DP","KO120P6-DP","KOTAK HEALTHCARE FUND-REGULAR PLAN-IDCW PAYOUT","25","INF174KA1PX2","No","No","Yes"
"RGGF-DR","RGGF-DR","INVESCO INDIA GOLD ETF FUND OF FUND - IDCW REINVESTMENT","25","INF205K01FC0","No","No","Yes"
"SBD034-DR","SBD034-DR","SBI TECHNOLOGY OPPORTUNITIES FUND DIRECT IDCW REINVESTMENT","25","INF200K01RU8","No","No","Yes"
"BDDM-DP","BDDM-DP","AXIS BANKING AND PSU DEBT FUND - DIRECT MONTHLY IDCW PAYOUT","25","INF846K01CT2","No","No","Yes"
"HDAFWDQ-DP","HDAFWDQ-DP","HDFC ARBITRAGE FUND-WHOLESALE PLAN - REGULAR PLAN - NORMAL IDCW PAYOUT","25","INF179KA1KM1","No","No","Yes"
"UTMCD1-DR","UTMCD1-DR","UTI MID CAP FUND-DIRECT PLAN-IDCW REINVESTMENT","25","INF789F01TZ5","No","No","Yes"
"SBD103G-GR","SBD103G-GR","SBI BLUE CHIP FUND - DIRECT PLAN - GROWTH","25","INF200K01QX4","No","No","Yes"
"IDD383-GR","IDD383-GR","BANDHAN NIFTY IT INDEX FUND DIRECT PLAN-GROWTH","25","INF194KB1GK3","No","No","Yes"
"PRBFG1-GR","PRBFG1-GR","PGIM INDIA DYNAMIC BOND FUND - DIRECT PLAN - GROWTH OPTION - GROWTH","25","INF663L01AD7","No","No","Yes"
"KO299D-GR","KO299D-GR","KOTAK NIFTY FINANCIAL SERVICES EX - BANK INDEX FUND - DIRECT PLAN-GROWTH","25","INF174KA1OR7","No","No","Yes"
"FR479P-DP","FR479P-DP","TEMPLETON INDIA EQUITY INCOME FUND - DIRECT IDCW PAYOUT","25","INF090I01IR2","No","No","Yes"
"MOLFGP-GR","MOLFGP-GR","MOTILAL OSWAL LIQUID FUND REGULAR GROWTH","25","INF247L01726","No","Yes","Yes"
